danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,uri
0.585,0.802,11,-6.352,0,0.0294,0.000204,0.246,0.0779,0.393,89.92,audio_features,0jYfN0oxUjdYmAifDBORz9,spotify:track:0jYfN0oxUjdYmAifDBORz9,https://api.spotify.com/v1/tracks/0jYfN0oxUjdYmAifDBORz9,https://api.spotify.com/v1/audio-analysis/0jYfN0oxUjdYmAifDBORz9,152360,4,spotify:track:0jYfN0oxUjdYmAifDBORz9
0.77,0.8,1,-6.715,1,0.0512,0.397,0.466,0.127,0.965,97.225,audio_features,7BejoLVTKcqTpVyrEedplW,spotify:track:7BejoLVTKcqTpVyrEedplW,https://api.spotify.com/v1/tracks/7BejoLVTKcqTpVyrEedplW,https://api.spotify.com/v1/audio-analysis/7BejoLVTKcqTpVyrEedplW,208000,4,spotify:track:7BejoLVTKcqTpVyrEedplW
0.566,0.742,4,-6.798,0,0.0296,0.00973,0.172,0.0971,0.618,110.133,audio_features,4TMEW7xyWJkv1QiiH3mEko,spotify:track:4TMEW7xyWJkv1QiiH3mEko,https://api.spotify.com/v1/tracks/4TMEW7xyWJkv1QiiH3mEko,https://api.spotify.com/v1/audio-analysis/4TMEW7xyWJkv1QiiH3mEko,198624,4,spotify:track:4TMEW7xyWJkv1QiiH3mEko
0.694,0.421,7,-7.735,1,0.0386,0.587,0.0217,0.0838,0.259,124.081,audio_features,4QA8WAaTcQOxGmrniBcm3V,spotify:track:4QA8WAaTcQOxGmrniBcm3V,https://api.spotify.com/v1/tracks/4QA8WAaTcQOxGmrniBcm3V,https://api.spotify.com/v1/audio-analysis/4QA8WAaTcQOxGmrniBcm3V,168387,3,spotify:track:4QA8WAaTcQOxGmrniBcm3V
0.42,0.558,9,-5.728,1,0.0509,0.167,0.0,0.19,0.538,165.987,audio_features,7M6KOBCfPzWqbkiaXnm7bd,spotify:track:7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/tracks/7M6KOBCfPzWqbkiaXnm7bd,https://api.spotify.com/v1/audio-analysis/7M6KOBCfPzWqbkiaXnm7bd,170576,4,spotify:track:7M6KOBCfPzWqbkiaXnm7bd
0.838,0.535,11,-6.303,0,0.0432,0.0714,0.000302,0.208,0.894,119.946,audio_features,12ILYlOEfWL8ei0BEgFJn0,spotify:track:12ILYlOEfWL8ei0BEgFJn0,https://api.spotify.com/v1/tracks/12ILYlOEfWL8ei0BEgFJn0,https://api.spotify.com/v1/audio-analysis/12ILYlOEfWL8ei0BEgFJn0,224444,4,spotify:track:12ILYlOEfWL8ei0BEgFJn0
0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935,audio_features,1KIJclzEbNhSVw8tiHPWwE,spotify:track:1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/tracks/1KIJclzEbNhSVw8tiHPWwE,https://api.spotify.com/v1/audio-analysis/1KIJclzEbNhSVw8tiHPWwE,189160,4,spotify:track:1KIJclzEbNhSVw8tiHPWwE
0.761,0.622,2,-8.281,1,0.207,0.568,1.03e-06,0.552,0.493,113.048,audio_features,7uCtaXvAbJ89VlyWvL7qlM,spotify:track:7uCtaXvAbJ89VlyWvL7qlM,https://api.spotify.com/v1/tracks/7uCtaXvAbJ89VlyWvL7qlM,https://api.spotify.com/v1/audio-analysis/7uCtaXvAbJ89VlyWvL7qlM,159292,4,spotify:track:7uCtaXvAbJ89VlyWvL7qlM
0.606,0.532,3,-6.076,1,0.0416,0.44,0.0,0.132,0.405,81.332,audio_features,1jVjOcs7QeQZJXScbqvofI,spotify:track:1jVjOcs7QeQZJXScbqvofI,https://api.spotify.com/v1/tracks/1jVjOcs7QeQZJXScbqvofI,https://api.spotify.com/v1/audio-analysis/1jVjOcs7QeQZJXScbqvofI,143640,3,spotify:track:1jVjOcs7QeQZJXScbqvofI
0.732,0.734,11,-7.968,1,0.0974,0.136,0.000901,0.165,0.488,145.722,audio_features,6f44p3Kc4ayD9VtbC9Clkr,spotify:track:6f44p3Kc4ayD9VtbC9Clkr,https://api.spotify.com/v1/tracks/6f44p3Kc4ayD9VtbC9Clkr,https://api.spotify.com/v1/audio-analysis/6f44p3Kc4ayD9VtbC9Clkr,199500,4,spotify:track:6f44p3Kc4ayD9VtbC9Clkr
0.657,0.562,8,-8.6,1,0.0601,0.54,0.00143,0.101,0.704,81.657,audio_features,7CH99b2i1TXS5P8UUyWtnM,spotify:track:7CH99b2i1TXS5P8UUyWtnM,https://api.spotify.com/v1/tracks/7CH99b2i1TXS5P8UUyWtnM,https://api.spotify.com/v1/audio-analysis/7CH99b2i1TXS5P8UUyWtnM,188454,4,spotify:track:7CH99b2i1TXS5P8UUyWtnM
0.672,0.436,9,-11.743,1,0.0326,0.71,0.147,0.117,0.557,105.003,audio_features,1mbuSss0OVqfS00y7yCNCZ,spotify:track:1mbuSss0OVqfS00y7yCNCZ,https://api.spotify.com/v1/tracks/1mbuSss0OVqfS00y7yCNCZ,https://api.spotify.com/v1/audio-analysis/1mbuSss0OVqfS00y7yCNCZ,247455,4,spotify:track:1mbuSss0OVqfS00y7yCNCZ
0.714,0.567,6,-10.738,1,0.0325,0.0496,0.000115,0.0586,0.954,127.972,audio_features,3OYSWIgKXiwjutuQ4NEk1b,spotify:track:3OYSWIgKXiwjutuQ4NEk1b,https://api.spotify.com/v1/tracks/3OYSWIgKXiwjutuQ4NEk1b,https://api.spotify.com/v1/audio-analysis/3OYSWIgKXiwjutuQ4NEk1b,72187,4,spotify:track:3OYSWIgKXiwjutuQ4NEk1b
0.783,0.303,4,-14.393,1,0.0527,0.811,0.945,0.109,0.65,138.816,audio_features,6Ijmj8Z0L31hCp5pLZnT5U,spotify:track:6Ijmj8Z0L31hCp5pLZnT5U,https://api.spotify.com/v1/tracks/6Ijmj8Z0L31hCp5pLZnT5U,https://api.spotify.com/v1/audio-analysis/6Ijmj8Z0L31hCp5pLZnT5U,219340,4,spotify:track:6Ijmj8Z0L31hCp5pLZnT5U
0.403,0.412,2,-10.03,1,0.0256,0.167,0.815,0.115,0.471,158.014,audio_features,1xHrTucRP7hVViMekBfu7S,spotify:track:1xHrTucRP7hVViMekBfu7S,https://api.spotify.com/v1/tracks/1xHrTucRP7hVViMekBfu7S,https://api.spotify.com/v1/audio-analysis/1xHrTucRP7hVViMekBfu7S,240770,4,spotify:track:1xHrTucRP7hVViMekBfu7S
0.655,0.717,5,-7.447,1,0.037,0.327,0.731,0.102,0.501,96.221,audio_features,660eXTPUwKkCOYvWIr6sPl,spotify:track:660eXTPUwKkCOYvWIr6sPl,https://api.spotify.com/v1/tracks/660eXTPUwKkCOYvWIr6sPl,https://api.spotify.com/v1/audio-analysis/660eXTPUwKkCOYvWIr6sPl,127560,4,spotify:track:660eXTPUwKkCOYvWIr6sPl
0.802,0.599,9,-8.181,0,0.0343,0.0441,0.0747,0.0957,0.873,120.104,audio_features,0XtnQ3xDaXImAfeS0K1SkC,spotify:track:0XtnQ3xDaXImAfeS0K1SkC,https://api.spotify.com/v1/tracks/0XtnQ3xDaXImAfeS0K1SkC,https://api.spotify.com/v1/audio-analysis/0XtnQ3xDaXImAfeS0K1SkC,188730,4,spotify:track:0XtnQ3xDaXImAfeS0K1SkC
0.387,0.904,8,-4.935,1,0.0738,0.37,0.425,0.0754,0.839,103.798,audio_features,4Ooq4tmYpe3nZP1BnCtsWM,spotify:track:4Ooq4tmYpe3nZP1BnCtsWM,https://api.spotify.com/v1/tracks/4Ooq4tmYpe3nZP1BnCtsWM,https://api.spotify.com/v1/audio-analysis/4Ooq4tmYpe3nZP1BnCtsWM,207692,4,spotify:track:4Ooq4tmYpe3nZP1BnCtsWM
0.601,0.724,7,-5.582,1,0.0633,0.0331,7.11e-06,0.0628,0.453,179.981,audio_features,3Z11mdJPgsu6UW304ZkaPX,spotify:track:3Z11mdJPgsu6UW304ZkaPX,https://api.spotify.com/v1/tracks/3Z11mdJPgsu6UW304ZkaPX,https://api.spotify.com/v1/audio-analysis/3Z11mdJPgsu6UW304ZkaPX,210156,4,spotify:track:3Z11mdJPgsu6UW304ZkaPX
0.811,0.402,4,-4.908,1,0.0406,0.103,0.0,0.0785,0.815,86.023,audio_features,7wNAM0qzErN5Dr9uV6B3fW,spotify:track:7wNAM0qzErN5Dr9uV6B3fW,https://api.spotify.com/v1/tracks/7wNAM0qzErN5Dr9uV6B3fW,https://api.spotify.com/v1/audio-analysis/7wNAM0qzErN5Dr9uV6B3fW,100563,4,spotify:track:7wNAM0qzErN5Dr9uV6B3fW
0.544,0.81,7,-5.135,1,0.0373,0.00016,0.637,0.246,0.668,94.996,audio_features,2f4AQJ0A6IRWxSxudtzS5k,spotify:track:2f4AQJ0A6IRWxSxudtzS5k,https://api.spotify.com/v1/tracks/2f4AQJ0A6IRWxSxudtzS5k,https://api.spotify.com/v1/audio-analysis/2f4AQJ0A6IRWxSxudtzS5k,150244,4,spotify:track:2f4AQJ0A6IRWxSxudtzS5k
0.754,0.738,7,-4.941,1,0.0367,0.00373,0.0119,0.107,0.781,120.018,audio_features,1vfatBFSLO6MJBRofU4OBf,spotify:track:1vfatBFSLO6MJBRofU4OBf,https://api.spotify.com/v1/tracks/1vfatBFSLO6MJBRofU4OBf,https://api.spotify.com/v1/audio-analysis/1vfatBFSLO6MJBRofU4OBf,202999,4,spotify:track:1vfatBFSLO6MJBRofU4OBf
0.539,0.548,11,-5.41,1,0.0288,0.171,0.0,0.126,0.373,75.001,audio_features,2a2X0YHfFZtH3CuuNJy1JF,spotify:track:2a2X0YHfFZtH3CuuNJy1JF,https://api.spotify.com/v1/tracks/2a2X0YHfFZtH3CuuNJy1JF,https://api.spotify.com/v1/audio-analysis/2a2X0YHfFZtH3CuuNJy1JF,183600,4,spotify:track:2a2X0YHfFZtH3CuuNJy1JF
0.534,0.62,0,-6.775,1,0.0504,0.0124,0.000736,0.296,0.547,106.986,audio_features,5wv2XK6ms7KBBVDD1cOwlx,spotify:track:5wv2XK6ms7KBBVDD1cOwlx,https://api.spotify.com/v1/tracks/5wv2XK6ms7KBBVDD1cOwlx,https://api.spotify.com/v1/audio-analysis/5wv2XK6ms7KBBVDD1cOwlx,375656,4,spotify:track:5wv2XK6ms7KBBVDD1cOwlx
0.884,0.333,9,-9.753,0,0.0617,0.293,0.0205,0.103,0.587,118.065,audio_features,4cJOLN346rtOty3UPACsao,spotify:track:4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/tracks/4cJOLN346rtOty3UPACsao,https://api.spotify.com/v1/audio-analysis/4cJOLN346rtOty3UPACsao,209450,4,spotify:track:4cJOLN346rtOty3UPACsao
0.849,0.711,10,-6.664,0,0.0653,0.238,0.0163,0.116,0.805,129.94,audio_features,6PHXRx0ZOrGk7OJ9C29cTm,spotify:track:6PHXRx0ZOrGk7OJ9C29cTm,https://api.spotify.com/v1/tracks/6PHXRx0ZOrGk7OJ9C29cTm,https://api.spotify.com/v1/audio-analysis/6PHXRx0ZOrGk7OJ9C29cTm,197638,4,spotify:track:6PHXRx0ZOrGk7OJ9C29cTm
0.539,0.615,1,-8.746,0,0.252,0.173,0.0056,0.144,0.493,163.924,audio_features,6u3CPnFMKANYgfdiifFOiJ,spotify:track:6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/tracks/6u3CPnFMKANYgfdiifFOiJ,https://api.spotify.com/v1/audio-analysis/6u3CPnFMKANYgfdiifFOiJ,214693,4,spotify:track:6u3CPnFMKANYgfdiifFOiJ
0.485,0.409,9,-10.711,0,0.101,0.325,0.0,0.103,0.376,138.419,audio_features,3hxIUxnT27p5WcmjGUXNwx,spotify:track:3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/tracks/3hxIUxnT27p5WcmjGUXNwx,https://api.spotify.com/v1/audio-analysis/3hxIUxnT27p5WcmjGUXNwx,164571,4,spotify:track:3hxIUxnT27p5WcmjGUXNwx
0.498,0.851,10,-5.071,1,0.0431,0.00226,0.000246,0.401,0.324,128.005,audio_features,1TIqmwa6Po4wW6Pm30DvAN,spotify:track:1TIqmwa6Po4wW6Pm30DvAN,https://api.spotify.com/v1/tracks/1TIqmwa6Po4wW6Pm30DvAN,https://api.spotify.com/v1/audio-analysis/1TIqmwa6Po4wW6Pm30DvAN,229159,4,spotify:track:1TIqmwa6Po4wW6Pm30DvAN
0.507,0.722,1,-8.164,1,0.0239,9.91e-06,0.0483,0.132,0.303,88.998,audio_features,0SfIHS5x1gOCVVvnYFbw26,spotify:track:0SfIHS5x1gOCVVvnYFbw26,https://api.spotify.com/v1/tracks/0SfIHS5x1gOCVVvnYFbw26,https://api.spotify.com/v1/audio-analysis/0SfIHS5x1gOCVVvnYFbw26,237301,4,spotify:track:0SfIHS5x1gOCVVvnYFbw26
0.644,0.931,8,-5.343,0,0.0689,0.15,0.0547,0.386,0.911,174.881,audio_features,3NOIkyNWG0fEjkPkq9HVMW,spotify:track:3NOIkyNWG0fEjkPkq9HVMW,https://api.spotify.com/v1/tracks/3NOIkyNWG0fEjkPkq9HVMW,https://api.spotify.com/v1/audio-analysis/3NOIkyNWG0fEjkPkq9HVMW,109819,4,spotify:track:3NOIkyNWG0fEjkPkq9HVMW
0.684,0.232,0,-13.249,1,0.0297,0.86,0.404,0.135,0.387,73.518,audio_features,02wNtFxlr9dLmZXKT5TIF5,spotify:track:02wNtFxlr9dLmZXKT5TIF5,https://api.spotify.com/v1/tracks/02wNtFxlr9dLmZXKT5TIF5,https://api.spotify.com/v1/audio-analysis/02wNtFxlr9dLmZXKT5TIF5,182900,4,spotify:track:02wNtFxlr9dLmZXKT5TIF5
0.794,0.358,5,-14.315,1,0.0561,0.493,0.293,0.11,0.686,143.968,audio_features,7yawFBf8vk6Re1aOP8UPpg,spotify:track:7yawFBf8vk6Re1aOP8UPpg,https://api.spotify.com/v1/tracks/7yawFBf8vk6Re1aOP8UPpg,https://api.spotify.com/v1/audio-analysis/7yawFBf8vk6Re1aOP8UPpg,180000,4,spotify:track:7yawFBf8vk6Re1aOP8UPpg
0.641,0.365,7,-11.765,1,0.027,0.434,8.49e-06,0.297,0.343,134.874,audio_features,3vjs2MDHoF9xhylNg6Y9un,spotify:track:3vjs2MDHoF9xhylNg6Y9un,https://api.spotify.com/v1/tracks/3vjs2MDHoF9xhylNg6Y9un,https://api.spotify.com/v1/audio-analysis/3vjs2MDHoF9xhylNg6Y9un,272157,4,spotify:track:3vjs2MDHoF9xhylNg6Y9un
