danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,uri
0.714,0.635,9,-7.28,1,0.226,0.0824,0.913,0.202,0.661,90.786,audio_features,1qTt7hjFfnuhRxByWzw8YO,spotify:track:1qTt7hjFfnuhRxByWzw8YO,https://api.spotify.com/v1/tracks/1qTt7hjFfnuhRxByWzw8YO,https://api.spotify.com/v1/audio-analysis/1qTt7hjFfnuhRxByWzw8YO,140149,4,spotify:track:1qTt7hjFfnuhRxByWzw8YO
0.721,0.437,7,-5.599,0,0.0724,0.000281,0.736,0.0608,0.376,183.337,audio_features,1NxszGBOD2Lr0jzJrarOMr,spotify:track:1NxszGBOD2Lr0jzJrarOMr,https://api.spotify.com/v1/tracks/1NxszGBOD2Lr0jzJrarOMr,https://api.spotify.com/v1/audio-analysis/1NxszGBOD2Lr0jzJrarOMr,150000,4,spotify:track:1NxszGBOD2Lr0jzJrarOMr
0.73,0.422,5,-6.211,0,0.0678,0.123,0.00292,0.105,0.505,118.427,audio_features,28luqgS4NCuFKP6YSOtia5,spotify:track:28luqgS4NCuFKP6YSOtia5,https://api.spotify.com/v1/tracks/28luqgS4NCuFKP6YSOtia5,https://api.spotify.com/v1/audio-analysis/28luqgS4NCuFKP6YSOtia5,173785,4,spotify:track:28luqgS4NCuFKP6YSOtia5
0.328,0.0593,4,-16.475,1,0.0418,0.942,0.96,0.111,0.0918,124.077,audio_features,6ruaTcDpv8chViJd7UjScW,spotify:track:6ruaTcDpv8chViJd7UjScW,https://api.spotify.com/v1/tracks/6ruaTcDpv8chViJd7UjScW,https://api.spotify.com/v1/audio-analysis/6ruaTcDpv8chViJd7UjScW,80467,3,spotify:track:6ruaTcDpv8chViJd7UjScW
0.73,0.657,7,-8.491,1,0.245,0.0195,0.00624,0.212,0.336,112.003,audio_features,3e4HfMCMtWFKwGtJWpAWhI,spotify:track:3e4HfMCMtWFKwGtJWpAWhI,https://api.spotify.com/v1/tracks/3e4HfMCMtWFKwGtJWpAWhI,https://api.spotify.com/v1/audio-analysis/3e4HfMCMtWFKwGtJWpAWhI,212143,4,spotify:track:3e4HfMCMtWFKwGtJWpAWhI
0.44,0.364,9,-12.168,1,0.0615,0.805,0.00316,0.174,0.309,178.014,audio_features,3w8FVlpNxgj6W88vtfOX3y,spotify:track:3w8FVlpNxgj6W88vtfOX3y,https://api.spotify.com/v1/tracks/3w8FVlpNxgj6W88vtfOX3y,https://api.spotify.com/v1/audio-analysis/3w8FVlpNxgj6W88vtfOX3y,246496,4,spotify:track:3w8FVlpNxgj6W88vtfOX3y
0.512,0.313,2,-9.528,1,0.0392,0.722,0.0163,0.112,0.116,110.237,audio_features,6ejOqrr7r2LcUDxIqZyygp,spotify:track:6ejOqrr7r2LcUDxIqZyygp,https://api.spotify.com/v1/tracks/6ejOqrr7r2LcUDxIqZyygp,https://api.spotify.com/v1/audio-analysis/6ejOqrr7r2LcUDxIqZyygp,299839,4,spotify:track:6ejOqrr7r2LcUDxIqZyygp
0.41,0.782,4,-6.194,1,0.18,0.107,0.0371,0.0716,0.653,204.515,audio_features,5cSL08pXdxxmRvm6bAk3RC,spotify:track:5cSL08pXdxxmRvm6bAk3RC,https://api.spotify.com/v1/tracks/5cSL08pXdxxmRvm6bAk3RC,https://api.spotify.com/v1/audio-analysis/5cSL08pXdxxmRvm6bAk3RC,422707,4,spotify:track:5cSL08pXdxxmRvm6bAk3RC
0.242,0.0823,10,-16.886,1,0.0566,0.964,0.0232,0.0917,0.0865,175.536,audio_features,4AbHbKCrjMwhiPSCJ46jMN,spotify:track:4AbHbKCrjMwhiPSCJ46jMN,https://api.spotify.com/v1/tracks/4AbHbKCrjMwhiPSCJ46jMN,https://api.spotify.com/v1/audio-analysis/4AbHbKCrjMwhiPSCJ46jMN,214104,3,spotify:track:4AbHbKCrjMwhiPSCJ46jMN
0.386,0.727,9,-5.15,0,0.515,0.292,1.61e-05,0.0976,0.712,53.224,audio_features,7DrO596Y8Rz65lc4E9HfPv,spotify:track:7DrO596Y8Rz65lc4E9HfPv,https://api.spotify.com/v1/tracks/7DrO596Y8Rz65lc4E9HfPv,https://api.spotify.com/v1/audio-analysis/7DrO596Y8Rz65lc4E9HfPv,289798,4,spotify:track:7DrO596Y8Rz65lc4E9HfPv
0.703,0.493,1,-6.217,0,0.278,0.0339,0.0,0.449,0.579,85.039,audio_features,02sagHhK9h0nODtzjF33yP,spotify:track:02sagHhK9h0nODtzjF33yP,https://api.spotify.com/v1/tracks/02sagHhK9h0nODtzjF33yP,https://api.spotify.com/v1/audio-analysis/02sagHhK9h0nODtzjF33yP,150760,4,spotify:track:02sagHhK9h0nODtzjF33yP
0.455,0.814,6,-8.665,0,0.0458,0.867,0.699,0.44,0.491,83.458,audio_features,5Z5BavcAYit6lNEUTkKNyo,spotify:track:5Z5BavcAYit6lNEUTkKNyo,https://api.spotify.com/v1/tracks/5Z5BavcAYit6lNEUTkKNyo,https://api.spotify.com/v1/audio-analysis/5Z5BavcAYit6lNEUTkKNyo,38347,4,spotify:track:5Z5BavcAYit6lNEUTkKNyo
